author_name,file_name
Shinya Maeda,spec/javascripts/boards/board_list_spec.js
Shinya Maeda,spec/javascripts/clusters/clusters_bundle_spec.js
Shinya Maeda,spec/javascripts/clusters/components/application_row_spec.js
Shinya Maeda,spec/javascripts/clusters/components/applications_spec.js
Shinya Maeda,spec/javascripts/clusters/services/mock_data.js
Shinya Maeda,spec/javascripts/clusters/stores/clusters_store_spec.js
Shinya Maeda,spec/javascripts/ide/components/jobs/item_spec.js
Shinya Maeda,spec/javascripts/ide/components/jobs/list_spec.js
Shinya Maeda,spec/javascripts/ide/components/jobs/stage_spec.js
Shinya Maeda,spec/javascripts/ide/components/pipelines/list_spec.js
Shinya Maeda,spec/javascripts/ide/helpers.js
Shinya Maeda,spec/javascripts/ide/mock_data.js
Shinya Maeda,spec/javascripts/ide/stores/actions/project_spec.js
Shinya Maeda,spec/javascripts/ide/stores/modules/merge_requests/actions_spec.js
Shinya Maeda,spec/javascripts/ide/stores/modules/merge_requests/mutations_spec.js
Shinya Maeda,spec/javascripts/ide/stores/modules/pipelines/actions_spec.js
Shinya Maeda,spec/javascripts/ide/stores/modules/pipelines/getters_spec.js
Shinya Maeda,spec/javascripts/ide/stores/modules/pipelines/mutations_spec.js
Shinya Maeda,spec/javascripts/ide/stores/mutations/branch_spec.js
Shinya Maeda,spec/javascripts/integrations/integration_settings_form_spec.js
Shinya Maeda,spec/javascripts/vue_shared/components/tabs/tab_spec.js
Shinya Maeda,spec/javascripts/vue_shared/components/tabs/tabs_spec.js
Shinya Maeda,spec/lib/backup/repository_spec.rb
Shinya Maeda,spec/lib/feature_spec.rb
Shinya Maeda,spec/lib/gitlab/background_migration/deserialize_merge_request_diffs_and_commits_spec.rb
Shinya Maeda,spec/lib/gitlab/checks/lfs_integrity_spec.rb
Shinya Maeda,spec/lib/gitlab/conflict/file_spec.rb
Shinya Maeda,spec/lib/gitlab/git/repository_spec.rb
Shinya Maeda,spec/lib/gitlab/url_blocker_spec.rb
Shinya Maeda,spec/lib/omni_auth/strategies/jwt_spec.rb
Shinya Maeda,spec/mailers/notify_spec.rb
Shinya Maeda,spec/models/ci/build_spec.rb
Shinya Maeda,spec/models/ci/pipeline_spec.rb
